"StationName,CliftonSchool_3"
"Type,Network,Trunk,Device,Address,DeviceType,PointFolder,PointName,PointType,Value,Status"
"Device,BacnetNetwork,MstpTrunk1,Boiler,1000:05,device:10005 config,,,,,"
"Point,BacnetNetwork,MstpTrunk1,Boiler,,,FIRING_RATE,Proxy Ext,bacnet:BacnetNumericProxyExt,0.00,{ok}"
"Point,BacnetNetwork,MstpTrunk1,Boiler,,,FIRING_RATE,PointTag,exportTags:PointTag,N/A,{ok}"
"Point,BacnetNetwork,MstpTrunk1,Boiler,,,FLAME_SIGNAL,Proxy Ext,bacnet:BacnetNumericProxyExt,0.00,{ok}"
"Point,BacnetNetwork,MstpTrunk1,Boiler,,,FLAME_SIGNAL,PointTag,exportTags:PointTag,N/A,{ok}"
"Point,BacnetNetwork,MstpTrunk1,Boiler,,,FLAME_SIGNAL,NumericInterval,history:NumericIntervalHistoryExt,N/A,{ok}"
"Point,BacnetNetwork,MstpTrunk1,Boiler,,,FAN_SPEED,Proxy Ext,bacnet:BacnetNumericProxyExt,33792.00,{ok}"
"Point,BacnetNetwork,MstpTrunk1,Boiler,,,FAN_SPEED,PointTag,exportTags:PointTag,N/A,{ok}"
"Point,BacnetNetwork,MstpTrunk1,Boiler,,,STEAM_PRESSURE,Proxy Ext,bacnet:BacnetNumericProxyExt,0.00,{ok}"
"Point,BacnetNetwork,MstpTrunk1,Boiler,,,STEAM_PRESSURE,PointTag,exportTags:PointTag,N/A,{ok}"
"Point,BacnetNetwork,MstpTrunk1,Boiler,,,STEAM_PRESSURE,NumericInterval,history:NumericIntervalHistoryExt,N/A,{ok}"
"Point,BacnetNetwork,MstpTrunk1,Boiler,,,STEAM_PRESSURE_SETPOINT,Proxy Ext,bacnet:BacnetNumericProxyExt,4.00,{ok}"
"Point,BacnetNetwork,MstpTrunk1,Boiler,,,STEAM_PRESSURE_SETPOINT,PointTag,exportTags:PointTag,N/A,{ok}"
"Point,BacnetNetwork,MstpTrunk1,Boiler,,,STEAM_PRESSURE_SETPOINT,NumericCov,history:NumericCovHistoryExt,N/A,{ok}"
"Point,BacnetNetwork,MstpTrunk1,Boiler,,,ACTIVE_STEAM_SP,Proxy Ext,bacnet:BacnetNumericProxyExt,4.00,{ok}"
"Point,BacnetNetwork,MstpTrunk1,Boiler,,,ACTIVE_STEAM_SP,PointTag,exportTags:PointTag,N/A,{ok}"
"Point,BacnetNetwork,MstpTrunk1,Boiler,,,ACTIVE_STEAM_SP,NumericInterval,history:NumericIntervalHistoryExt,N/A,{ok}"
"Point,BacnetNetwork,MstpTrunk1,Boiler,,,LEAD.LAG_STEAM_PRESS_SETPOINT,Proxy Ext,bacnet:BacnetNumericProxyExt,3.00,{ok}"
