"StationName,CliftonSchool_5"
"Type,Network,Trunk,Device,Address,DeviceType,PointFolder,PointName,PointType,Value,Status"
"Device,BacnetNetwork,MstpTrunk1,RTU1,0:null,device:1005 config,,,,,"
"Point,BacnetNetwork,MstpTrunk1,RTU1,,,Inputs,SpaceTemp,control:NumericPoint,0.00 {stale},"
"Point,BacnetNetwork,MstpTrunk1,RTU1,,,Inputs,SpaceCO2,control:NumericPoint,0.00 {stale},"
"Point,BacnetNetwork,MstpTrunk1,RTU1,,,Inputs,RATemp,control:NumericPoint,0.00 {stale},"
"Point,BacnetNetwork,MstpTrunk1,RTU1,,,Inputs,SpaceRH,control:NumericPoint,0.00 {stale},"
"Point,BacnetNetwork,MstpTrunk1,RTU1,,,Inputs,DischAirTemp,control:NumericPoint,0.00 {stale},"
"Point,BacnetNetwork,MstpTrunk1,RTU1,,,Inputs,OutdoorTemp,control:NumericPoint,0.00 {stale},"
"Point,BacnetNetwork,MstpTrunk1,RTU1,,,Inputs,DischLn1Temp,control:NumericPoint,0.00 {stale},"
"Point,BacnetNetwork,MstpTrunk1,RTU1,,,Inputs,SucnRefTemp,control:NumericPoint,0.00 {stale},"
"Point,BacnetNetwork,MstpTrunk1,RTU1,,,Inputs,RefSuctionP,control:NumericPoint,0.00 {stale},"
"Point,BacnetNetwork,MstpTrunk1,RTU1,,,Inputs,EFT_LCT,control:NumericPoint,0.00 {stale},"
"Point,BacnetNetwork,MstpTrunk1,RTU1,,,Inputs,BldgStatPress,control:NumericPoint,0.00 {stale},"
"Point,BacnetNetwork,MstpTrunk1,RTU1,,,Inputs,ERWheelSpd,control:NumericPoint,0.00 {stale},"
"Point,BacnetNetwork,MstpTrunk1,RTU1,,,Inputs,ERLAT,control:NumericPoint,0.00 {stale},"
"Point,BacnetNetwork,MstpTrunk1,RTU1,,,Inputs,EREAT,control:NumericPoint,0.00 {stale},"
"Point,BacnetNetwork,MstpTrunk1,RTU1,,,Inputs,FanSpd,control:NumericPoint,0.00 {stale},"
"Point,BacnetNetwork,MstpTrunk1,RTU1,,,Inputs,EconCapacity,control:NumericPoint,0.00 {stale},"
"Point,BacnetNetwork,MstpTrunk1,RTU1,,,Inputs,HtgCapacity,control:NumericPoint,0.00 {stale},"
"Point,BacnetNetwork,MstpTrunk1,RTU1,,,Inputs,ReheatCapacity,control:NumericPoint,0.00 {stale},"
"Point,BacnetNetwork,MstpTrunk1,RTU1,,,Inputs,ClgCapacity,control:NumericPoint,0.00 {stale},"
"Point,BacnetNetwork,MstpTrunk1,RTU1,,,Inputs,SpaceDewPt,control:NumericPoint,0.00 {stale},"
"Point,BacnetNetwork,MstpTrunk1,RTU1,,,Inputs,RefDischP,control:NumericPoint,0.00 {stale},"
"Point,BacnetNetwork,MstpTrunk1,RTU1,,,Inputs,OAFlow,control:NumericPoint,0.00 {stale},"
"Point,BacnetNetwork,MstpTrunk1,RTU1,,,Inputs,ExhFanValue,control:NumericPoint,0.00 {stale},"
"Point,BacnetNetwork,MstpTrunk1,RTU1,,,Inputs,ExpValveProb,control:BooleanPoint,false {stale},"
"Point,BacnetNetwork,MstpTrunk1,RTU1,,,Inputs,HiPress1Prb,control:BooleanPoint,false {stale},"
"Point,BacnetNetwork,MstpTrunk1,RTU1,,,Inputs,ChargeLossPrb,control:BooleanPoint,false {stale},"
"Point,BacnetNetwork,MstpTrunk1,RTU1,,,Inputs,LoPress1Prb,control:BooleanPoint,false {stale},"
"Point,BacnetNetwork,MstpTrunk1,RTU1,,,Inputs,LoChargePrb,control:BooleanPoint,false {stale},"
"Point,BacnetNetwork,MstpTrunk1,RTU1,,,Inputs,HiDLTempPrb,control:BooleanPoint,false {stale},"
"Point,BacnetNetwork,MstpTrunk1,RTU1,,,Inputs,INVCompPrb,control:BooleanPoint,false {stale},"
"Point,BacnetNetwork,MstpTrunk1,RTU1,,,Inputs,OAFanPrb,control:BooleanPoint,false {stale},"
"Point,BacnetNetwork,MstpTrunk1,RTU1,,,Inputs,LoPressDiffPrb,control:BooleanPoint,false {stale},"
"Point,BacnetNetwork,MstpTrunk1,RTU1,,,Inputs,ExhFanState,control:BooleanPoint,false {stale},"
"Point,BacnetNetwork,MstpTrunk1,RTU1,,,Inputs,DirtyFilterSw,control:BooleanPoint,false {stale},"
"Point,BacnetNetwork,MstpTrunk1,RTU1,,,Inputs,HiPress1Sw,control:BooleanPoint,false {stale},"
"Point,BacnetNetwork,MstpTrunk1,RTU1,,,Inputs,AirFlwSw,control:BooleanPoint,false {stale},"
"Point,BacnetNetwork,MstpTrunk1,RTU1,,,Inputs,Ret.ExhFanWrn,control:BooleanPoint,false {stale},"
"Point,BacnetNetwork,MstpTrunk1,RTU1,,,Inputs,DuctHiLmtSw,control:BooleanPoint,false {stale},"
"Point,BacnetNetwork,MstpTrunk1,RTU1,,,Inputs,EmergencyOffSw,control:BooleanPoint,false {stale},"
"Point,BacnetNetwork,MstpTrunk1,RTU1,,,Inputs,VarCmpOilStatus,control:BooleanPoint,false {stale},"
"Point,BacnetNetwork,MstpTrunk1,RTU1,,,SetPoints,OccCoolSP,control:NumericWritable,""0.00 {fault,stale,overridden} @ 8"","
"Point,BacnetNetwork,MstpTrunk1,RTU1,,,SetPoints,OccHeatSP,control:NumericWritable,""0.00 {fault,stale,overridden} @ 8"","
"Point,BacnetNetwork,MstpTrunk1,RTU1,,,SetPoints,UnoccCoolSetpt,control:NumericWritable,""0.00 {fault,stale} @ def"","
"Point,BacnetNetwork,MstpTrunk1,RTU1,,,SetPoints,UnoccHeatSetpt,control:NumericWritable,""0.00 {fault,stale} @ def"","
"Point,BacnetNetwork,MstpTrunk1,RTU1,,,SetPoints,DAClgSetpt,control:NumericWritable,""0.00 {fault,stale} @ def"","
"Point,BacnetNetwork,MstpTrunk1,RTU1,,,SetPoints,DefaultDATClgSetpt,control:NumericWritable,0.00 {stale} @ def,"
"Point,BacnetNetwork,MstpTrunk1,RTU1,,,SetPoints,DefaultDATHtgSetpt,control:NumericWritable,0.00 {stale} @ def,"
"Point,BacnetNetwork,MstpTrunk1,RTU1,,,SetPoints,DAHtgSetpt,control:NumericWritable,0.00 {stale} @ def,"
"Point,BacnetNetwork,MstpTrunk1,RTU1,,,SetPoints,HumiditySP,control:NumericWritable,0.00 {stale} @ def,"
"Point,BacnetNetwork,MstpTrunk1,RTU1,,,SetPoints,EmergOverride,control:EnumWritable,0 {stale} @ def,"
"Point,BacnetNetwork,MstpTrunk1,RTU1,,,SetPoints,BldgStaticSP,control:NumericWritable,0.00 {stale} @ def,"
"Point,BacnetNetwork,MstpTrunk1,RTU1,,,SetPoints,DACMWUSpt,control:NumericWritable,0.00 {stale} @ def,"
"Point,BacnetNetwork,MstpTrunk1,RTU1,,,SetPoints,ExhRetFanCtrl,control:EnumWritable,0 {stale} @ def,"
"Point,BacnetNetwork,MstpTrunk1,RTU1,,,SetPoints,MinDehumLCTSpt,control:NumericWritable,0.00 {stale} @ def,"
